user,event,outcome,dist
110128780,3855266116,0.0,-1.08202361774
110128780,1390707377,1.0,4.2038471589
110128780,2529072432,1.0,33.2254514178
110128780,1532377761,1.0,9.01768285898
110128780,955398943,1.0,47.4444482321
110342379,3770119781,0.0,-1.08202169539
110342379,1530709861,0.0,-1.08198397705
110342379,633659090,1.0,11.4509064491
110342379,784509544,0.0,-1.08202157789
110342379,3183605169,0.0,-1.08202463296
110342379,982153847,0.0,-1.08202416294
110342379,2130616732,1.0,14.0266208282
110342379,1641491432,0.0,-1.08202087287
110342379,97217712,1.0,2.39287626234
110342379,252563955,0.0,-1.08202475046
110342379,3295999782,0.0,-1.08202404544
110342379,861118590,1.0,6.34064656877
110342379,642644408,1.0,4.73124375348
113021847,955398943,1.0,202.723398054
113021847,1604908519,0.0,-1.08201392874
113021847,2933717037,0.0,-1.08201416374
113021847,2643833505,1.0,29.7813503641
113021847,278651783,0.0,-1.08201087367
113021847,2389263741,1.0,2.15830046178
113021847,424727744,0.0,-1.08201287121
113021847,1334001859,1.0,2.71729433116
113021847,2214347761,0.0,-1.08201463375
118243744,3271725028,0.0,-1.08201974059
118243744,718107120,0.0,-1.98643985454
118243744,259600765,0.0,-1.08202138563
118243744,2755327289,0.0,-1.08202044561
118243744,196924436,0.0,-1.0820019977
118243744,3731778741,0.0,-1.08201304294
118243744,2816622892,0.0,-1.08201363046
122743553,1845786756,0.0,-1.08201542391
122743553,44607617,0.0,-1.08200531869
122743553,1528500344,1.0,0.963209836918
122743553,3281130769,0.0,-1.98643119026
122743553,3922290830,0.0,-1.08201636394
122743553,152418051,1.0,7.41878946826
128581247,4219761316,0.0,-1.08201352783
128581247,3754394539,0.0,-1.08201200029
128581247,498238691,0.0,-1.08201000275
128581247,2153037761,1.0,18.1806465025
128581247,1386404286,0.0,-1.08201376283
128581247,3022634670,0.0,-1.08201258781
130441156,1810485930,0.0,-1.08201996565
130441156,2856764723,0.0,-1.08200692286
130441156,642907744,0.0,-1.0820220807
130441156,1012343640,0.0,-1.08202161069
130441156,3251218411,0.0,-1.08201937814
130441156,2277754128,0.0,-1.08201867312
131621903,1788874248,0.0,-1.0820219796
131621903,2509086570,0.0,-1.08202315463
131621903,1731351853,0.0,-1.0820205528
131621903,2218325768,0.0,-1.08201845452
131621903,900803265,0.0,-1.0820218621
131621903,496131340,0.0,-1.08202140512
131621903,2873249283,0.0,-1.08202479966
137002204,4125420656,1.0,1.83083747296
137002204,1718413929,0.0,-1.082006817
137002204,3251813967,0.0,-0.898221582567
137002204,1501679119,0.0,-0.828048899845
137002204,1812117472,0.0,-0.674361186883
137002204,2428145712,0.0,-3.35931205293
138126692,312761834,0.0,-1.08200860643
138126692,952519340,1.0,31.4536131159
138126692,1587116147,0.0,-1.08201741913
138126692,268233790,1.0,2.5252262405
138126692,3849306291,1.0,4.93606627302
138126692,3048578499,0.0,-1.08201718412
138126692,2007279414,0.0,-1.08192745672
139480407,3802870894,0.0,-0.362325201512
139480407,1993111201,0.0,-1.08203113836
139480407,1779648453,0.0,-1.08203214856
139480407,4123796524,0.0,-1.08203285358
139480407,955398943,1.0,47.4446620894
139480407,1532377761,1.0,9.01707486142
139480407,4260484947,0.0,-1.08202533341
139480407,3632072502,0.0,-0.730955450069
141849067,1269035551,1.0,2.52634236926
141849067,3048578499,0.0,-1.08202258665
141849067,952519340,1.0,31.4524145113
141849067,268233790,1.0,2.52492770004
141849067,2007279414,0.0,-1.08193650786
141849067,3849306291,1.0,4.93580260988
146035325,486546531,0.0,-1.08201482054
146035325,3113660150,0.0,-1.08201728809
146035325,599395378,0.0,-1.08201470303
146035325,3470999302,0.0,-1.08201435053
146035325,2906696294,0.0,-1.0820131755
146035325,1520335024,0.0,-0.30471868066
146035325,2153037761,1.0,13.0481787392
147627126,703370904,0.0,-1.07917133849
147627126,3702049129,0.0,-1.08203012807
147627126,3488779034,0.0,-1.08200815508
147627126,4136385770,0.0,-1.08198065947
147627126,3504788955,0.0,-1.08202390043
147627126,2698678033,1.0,0.061615861226
149914134,1269035551,1.0,3.03128874406
149914134,2007279414,0.0,-1.69379752807
149914134,1816813281,1.0,23.8139866011
149914134,3849306291,1.0,7.03104538685
149914134,2498491194,1.0,15.2373677899
149914134,1076364848,1.0,36.6985594183
151534919,2643833505,1.0,16.0271797482
151534919,3913403716,0.0,-1.08201715159
151534919,1361307272,1.0,13.7886735161
151534919,907302600,1.0,23.1605205369
151534919,2401458775,0.0,-0.444527863351
151534919,4004100709,0.0,-1.08201715159
151534919,2133183406,1.0,8.37284259303
160230482,952519340,1.0,125.211606512
160230482,2498491194,1.0,58.7421259276
160230482,3309338938,0.0,-1.08201992675
160230482,1076364848,1.0,170.54208818
160230482,1902753965,1.0,4.45997983048
160230482,3776957253,1.0,17.9222279237
160230482,2149464820,1.0,21.4877195352
160230482,1269035551,1.0,18.2696157374
160230482,4244463632,1.0,12.734783757
160230482,2007279414,1.0,1.68868307953
160673392,198166767,0.0,-1.08204054736
160673392,702971420,0.0,-1.08204559997
160673392,3343711990,1.0,1.82486875472
160673392,1133385189,1.0,7.63924255563
160673392,2803195749,1.0,1.48836837989
160673392,1448086840,1.0,6.86371745981
166773493,4080944038,0.0,-1.08201780112
166773493,1844176380,1.0,1.5121635144
166773493,268233790,1.0,2.46942968567
166773493,2149464820,1.0,3.64254962531
166773493,2007279414,0.0,-0.789102247785
166773493,1269035551,1.0,3.93643324707
167608261,4002798045,0.0,-1.08191758858
167608261,1271330281,0.0,-1.08201567792
167608261,2132888830,0.0,-1.08202308058
167608261,3680209340,0.0,-1.08202496063
167608261,1838843061,0.0,-1.07648653842
167608261,3229573153,0.0,-1.08202178805
168520465,1212947698,1.0,7.96690161695
168520465,1425335642,0.0,-1.08201396163
168520465,3047285147,0.0,-1.08197846966
168520465,3263622673,0.0,-1.08201443164
168520465,2490603461,0.0,-1.08201654669
168520465,633659090,1.0,8.51867311421
168520465,1133385189,1.0,6.75372716573
168520465,263253434,0.0,-0.828235946088
168520465,3429508261,1.0,0.39800709679
168520465,2130616732,1.0,10.2676380233
176349030,791187416,0.0,-1.08201835655
176349030,4224104772,0.0,-0.987788894201
176349030,2824762134,0.0,-1.08201436146
176349030,116205891,0.0,-1.08202434918
176349030,4133637044,0.0,-1.08201671151
176349030,3575536012,0.0,-1.98644505064
178408585,450130761,0.0,-1.08201768416
178408585,2803195749,1.0,1.4871539552
178408585,2120779072,0.0,-1.08202120924
178408585,2479111332,0.0,-1.08201533411
178408585,1699561506,0.0,-0.788059173843
178408585,3066409179,1.0,1.53300208016
178408585,2628680570,0.0,-1.08201284933
178408585,3249170164,0.0,-1.08202261927
178408585,1427467626,0.0,-1.08201756666
180191037,3267801312,0.0,-1.08201571476
180191037,3663077452,0.0,-1.98643535869
180191037,2139851240,0.0,-1.08201818231
180191037,517636552,0.0,-1.08201606727
180191037,442600417,0.0,-1.08201618477
180191037,746497547,0.0,-1.08202288242
180191037,3989395314,0.0,-1.98644264386
180191037,527677263,0.0,-1.08201688979
180191037,105414247,0.0,-1.98643829626
180191037,3342533717,0.0,-1.08201994485
180191037,1745394194,0.0,-1.0820177123
180191037,2171670615,0.0,-1.08201500974
180191037,3375367183,0.0,-1.08201677228
180191037,856829354,0.0,-1.0820308726
180191037,2580599648,0.0,-1.0820177123
180191037,3611020962,0.0,-1.08201794731
180191037,4241740470,0.0,-1.0820264075
180191037,3492796375,0.0,-1.08201653728
180191037,1656059935,0.0,-1.08202017986
180191037,2491497470,0.0,-1.08201688979
180191037,3260635116,0.0,-1.0820266425
180191037,1690995478,0.0,-1.08203392767
180191037,273902811,0.0,-1.08202558498
180191037,144836311,0.0,-1.08202570248
180191037,1287096175,0.0,-1.0820533156
180191037,2718272622,0.0,-1.0820175948
180191037,4057581717,0.0,-1.0820131297
180191037,2520708953,0.0,-1.08205872072
180191037,1487776549,0.0,-1.08203157761
180191037,2286605851,0.0,-1.08201818231
180191037,4275430082,0.0,-1.08201912234
180191037,3464625870,0.0,-1.08202299992
180191037,1049315016,0.0,-1.0820177123
180191037,3555408068,0.0,-1.08201277719
180191037,1035926205,0.0,-1.08202006236
180191037,1300982397,0.0,-1.0820173598
180191037,2586617318,0.0,-1.08202723002
180191037,987194908,0.0,-1.08201794731
180191037,1340225642,0.0,-1.08200631455
180191037,2241189246,0.0,-1.08202687751
180191037,2827721613,0.0,-1.08201594976
180191037,453613647,0.0,-1.08202158989
180191037,3153590943,0.0,-1.08201641978
180191037,4250174466,0.0,-1.08201665478
181961047,4142448875,0.0,-1.0820220219
181961047,364572656,1.0,4.84360026591
181961047,473090869,0.0,-1.0820219044
181961047,3928440935,0.0,-1.08201837932
181961047,4036898534,0.0,-1.08202249191
181961047,699952923,0.0,-1.08202131689
181961047,990606533,0.0,-1.08202249191
182290053,2130616732,1.0,10.5749596844
182290053,2529072432,1.0,33.2306051605
182290053,2643833505,1.0,11.0054975895
182290053,2401458775,0.0,-0.827685096638
182290053,955398943,1.0,47.4450424302
182290053,3731940597,0.0,-1.08201059985
183980147,638380151,0.0,-1.0820051224
183980147,4195311930,0.0,-1.08201252507
183980147,2905904014,0.0,-1.98643017145
183980147,1710908750,0.0,-1.98641219355
183980147,1677917066,0.0,-1.98643169899
183980147,628034280,0.0,-1.08200641493
188875346,559618821,1.0,2.07150056828
188875346,1488068589,1.0,24.1253965989
188875346,2806565970,1.0,6.84877731956
188875346,3863879024,1.0,4.43766737473
188875346,3045187509,0.0,-1.08202075331
188875346,146533907,0.0,-0.828273567378
192951763,1641491432,0.0,-1.08202011524
192951763,2368083210,0.0,-0.937892623074
192951763,719337372,1.0,17.9838737783
192951763,1154762179,0.0,-1.08202305281
192951763,2259285302,0.0,-1.08202293531
192951763,1205670273,1.0,4.53817771052
192951763,1527128646,1.0,0.00486213032287
192951763,3626560268,0.0,-1.08202129027
192951763,2927716511,0.0,-1.08202434534
195055182,1466704967,0.0,-1.08201640579
195055182,353933726,1.0,6.73906590043
195055182,2829598154,0.0,-1.08201722831
195055182,2913407142,1.0,0.82915236032
195055182,2438057172,0.0,-1.08201734581
195055182,460112184,1.0,1.70846794788
207382248,2178346412,0.0,-1.08200945987
207382248,457574593,0.0,-1.08201145741
207382248,2700675460,0.0,-1.08201133991
207382248,1252467098,0.0,-1.08200452476
207382248,1219797368,0.0,-1.08201016488
207382248,3424643087,0.0,-1.08200969487
207382248,3770158409,0.0,-1.08201133991
207382248,4190936606,0.0,-1.08200710982
207382248,3315807711,0.0,-1.08201133991
207614139,446911604,0.0,-1.08201932499
207614139,2485173442,0.0,-1.08205927588
207614139,1506510838,0.0,-1.08201756245
207614139,3323741493,0.0,-1.08201967749
207614139,882329142,0.0,-1.08202167504
207614139,3870329460,0.0,-1.08201873747
207614139,4097912049,0.0,-1.08202108753
207614139,2384130097,0.0,-1.08202226255
207614139,3628169071,0.0,-1.08202167504
207614139,361866379,0.0,-1.08202050001
207614139,627952525,0.0,-1.08201591741
207614139,422777830,0.0,-1.08201744494
207614139,850932284,0.0,-1.08207804494
207614139,1941775540,0.0,-1.08201803246
207614139,2057236313,0.0,-1.98643744139
207614139,104070,0.0,-1.08202108753
207614139,3208056309,0.0,-1.08201756245
207614139,1397515488,0.0,-1.08201897248
207614139,3305677128,0.0,-1.08201744494
207614139,3900897464,0.0,-1.08201732744
207614139,3631925742,0.0,-1.08202214505
207614139,2006849293,0.0,-1.08204353053
207614139,2847457373,0.0,-1.08201838496
207614139,1507489572,0.0,-1.98643744139
207614139,1748949720,0.0,-1.08201885498
207614139,2090096046,0.0,-1.08201861997
207614139,2374301539,0.0,-1.98644073146
207614139,3338909495,0.0,-1.08201767995
207614139,3218113289,0.0,-1.08204564557
207614139,870899349,0.0,-1.08201485989
207614139,4092123930,0.0,-1.98643755889
207614139,4275430082,0.0,-1.082019795
207614139,1035926205,0.0,-1.08202073502
207614139,4007892577,0.0,-1.08201944249
207614139,3251235057,0.0,-1.08201791495
207614139,2671682966,0.0,-1.08201709244
207614139,2689936663,0.0,-1.0820199125
207614139,910713526,0.0,-1.08201826746
207614139,1258222204,0.0,-1.08201944249
207614139,4170509642,0.0,-1.08201850247
207614139,1128270383,0.0,-1.08201885498
207614139,1421721293,0.0,-1.08202050001
207614139,4217652951,0.0,-1.08201850247
207614139,722924797,0.0,-1.08202097002
207614139,188202951,0.0,-1.08201720994
207614139,667664881,0.0,-1.08202226255
207614139,2411388169,0.0,-1.08202073502
207614139,3084875554,0.0,-1.08203260278
207614139,1051329292,0.0,-1.08201685743
207614139,2896451394,0.0,-1.08202085252
207614139,3073190206,0.0,-1.08202308507
207614139,951253136,0.0,-1.0820293438
207614139,4200813892,0.0,-1.0820199125
207614139,2378205890,0.0,-1.08201591741
207614139,2878945881,0.0,-1.08205398826
207614139,4041957671,0.0,-1.08201861997
207614139,610427555,0.0,-1.08202132253
207614139,2680798411,0.0,-1.08204200299
207614139,3523548061,0.0,-1.0820199125
207614139,655514048,0.0,-1.08202179254
207614139,1427701461,0.0,-1.98643697138
211046503,1859823732,0.0,-1.08201768837
211046503,1845786756,0.0,-1.08201792338
211046503,2352676247,0.0,-1.08201733587
211046503,152418051,1.0,5.61980529681
211046503,1922937308,0.0,-1.08201768837
211046503,4203627753,1.0,2.10069147182
211046503,2993316611,0.0,-1.08201710086
212922688,1776393554,0.0,-0.782523405023
212922688,3779243813,0.0,-1.08201972545
212922688,915403718,1.0,0.785788552937
212922688,1060275544,0.0,-0.788001525504
212922688,588161010,0.0,-0.372643565542
212922688,2923175068,0.0,-0.787677767073
214127647,3576964854,0.0,-1.08202228236
214127647,843844488,0.0,-0.505538674583
214127647,536059045,0.0,-1.08202192986
214127647,3232226488,0.0,-1.08201863978
214127647,1553171836,0.0,-1.08202157735
214127647,2374000439,0.0,-1.08202204736
214127647,2246509963,0.0,-1.08202216486
215509633,3964744624,0.0,-1.08200995686
215509633,1665697394,0.0,-1.08201160189
215509633,2453084502,0.0,-1.0820076068
215509633,1942535569,0.0,-1.08200819432
215509633,1201353948,0.0,-1.0820029067
215509633,2095651101,0.0,-1.08200701929
216180088,2130616732,1.0,10.5747245715
216180088,4227563271,0.0,-1.08201744324
216180088,642644408,1.0,3.61049795541
216180088,633659090,1.0,6.19324742947
216180088,1620441934,1.0,2.52898339545
216180088,2569748465,0.0,-1.08201403566
216475936,2916384076,0.0,-1.08201293879
216475936,2628680570,1.0,1.53329541505
216475936,3395117104,1.0,1.97636128843
216475936,915403718,1.0,16.9741817208
216475936,1776393554,1.0,4.47602562159
216475936,2120779072,0.0,-1.08201669887
218125888,2374825098,0.0,-1.08201738256
218125888,1352928000,0.0,-1.08201291746
218125888,1960313393,0.0,-1.08201808758
218125888,2473561029,0.0,-1.08201632504
218125888,2482084054,0.0,-1.08201750006
218125888,714391510,0.0,-0.15848044392
221717938,3708050271,0.0,-1.08201721469
221717938,2626284779,0.0,-1.08201885973
221717938,455681982,0.0,-1.08201944724
221717938,2724704266,0.0,-1.08201944724
221717938,173873072,0.0,-1.08201968225
221717938,670911742,0.0,-1.08202003475
222319155,1816813281,1.0,77.7710736848
222319155,1262111436,0.0,-1.08201856906
222319155,1269035551,1.0,19.2997118522
222319155,2007279414,1.0,1.90500048794
222319155,2528133963,1.0,1.90585305235
222319155,810618772,1.0,3.98918846839
222319155,236468864,1.0,1.90550720677
222319155,4070745483,0.0,-1.0820204491
222319155,2445964998,1.0,1.90585023229
223257533,989190365,0.0,-1.08201486186
223257533,1597380017,0.0,-1.07599679652
223257533,4232519602,1.0,12.6219306087
223257533,318178573,0.0,-1.08201568437
223257533,1845786756,0.0,-1.08201533187
223257533,650745497,0.0,-1.98643215574
223726744,4024909366,0.0,-1.0820155813
223726744,3388406764,0.0,-1.08201605131
223726744,3570065282,0.0,-1.08201240873
223726744,324581869,0.0,-1.0820113512
223726744,53377121,0.0,-1.08201499378
223726744,4014751562,0.0,-1.08201029368
227195072,2627346430,0.0,-1.08203185996
227195072,4200394007,0.0,-1.08203444501
227195072,1332759137,1.0,8.80655127038
227195072,1390707377,1.0,4.20458836686
227195072,643346765,0.0,-1.08203150745
227195072,719337372,1.0,14.8456371905
227629516,2193202466,0.0,-1.08201862507
227629516,2139975650,0.0,-1.08201721504
227629516,291670090,0.0,-1.08201321995
227629516,137370544,0.0,-1.08201345496
227629516,2558187761,0.0,-1.08201169242
