invited,user_reco,evt_p_reco,evt_c_reco,user_pop,frnd_infl,evt_pop,interested,not_interested
0,0.0,0.780107070135,0.780107070135,0.000425580154458,0.0,2.53056811254e-05,0,0
0,0.0,2.18430518784e-06,2.18430518784e-06,0.000425580154458,0.0,0.000572828600021,0,0
0,0.0,0.780107070135,0.780107070135,0.000425580154458,0.0,7.36165269103e-05,0,0
0,0.0,0.780107070135,0.780107070135,0.000425580154458,0.0,4.60103293189e-05,0,0
0,0.0,-1.0,-1.0,0.000425580154458,0.0,5.98134281146e-05,1,0
0,0.0,0.780107070135,0.780107070135,0.000425580154458,0.0,0.000165637185548,0,0
0,1.7259899512,0.629898230938,0.629898230938,0.000313289169119,0.0,5.98134281146e-05,1,0
0,0.985966006943,0.629589684725,0.629589684725,0.000313289169119,0.0,0.00017023821848,1,0
0,0.0,3.03938088825,3.03938088825,0.000313289169119,0.0,-4.60103293189e-06,0,0
0,1.85056656137,3.0393808867,3.0393808867,0.000313289169119,0.0,-2.53056811254e-05,0,0
0,0.16684670952,3.0393808867,3.0393808867,0.000313289169119,0.0,-1.15025823297e-05,0,0
0,-1.45163660786,1.52590898634,1.52590898634,0.000313289169119,0.0,-0.000460103293189,0,0
0,7.1305072848,0.629260326855,0.629260326855,0.000313289169119,0.0,0.000108124273899,1,0
0,0.0,0.629568701379,0.629568701379,0.000313289169119,0.0,2.76061975914e-05,1,0
0,0.0,3.0393808867,3.0393808867,0.000313289169119,0.0,-2.30051646595e-06,0,0
0,32.0182588674,1.62956463241,1.62956463241,0.000313289169119,0.0,0.000924807619311,0,0
0,0.0,3.03938088825,3.03938088825,0.000313289169119,0.0,2.30051646595e-06,0,0
0,0.0,3.03938088825,3.03938088825,0.000313289169119,0.0,6.21139445806e-05,0,0
0,0.0,3.03938088825,3.03938088825,0.000313289169119,0.0,9.20206586379e-06,0,0
0,1.75107229263,3.03938088825,3.03938088825,0.000313289169119,0.0,8.7419625706e-05,0,0
0,0.721345476239,0.0867291740979,0.0867291740979,0.000428260130241,0.0,0.000439398644996,1,0
0,0.0,1.7465953416,1.7465953416,0.000428260130241,0.0,5.06113622508e-05,0,0
0,0.0,1.7465953416,1.7465953416,0.000428260130241,0.0,7.82175598422e-05,0,0
0,0.0,1.49750099429,1.49750099429,0.000428260130241,0.0,0.000112725306831,0,0
0,0.0,1.53702315013,1.53702315013,0.000428260130241,0.0,-2.30051646595e-06,0,0
0,0.0,0.0867291740979,0.0867291740979,0.000428260130241,0.0,1.84041317276e-05,1,0
0,8.85054751765e-06,1.07054468148,1.07054468148,0.000119526919955,0.0,3.22072305233e-05,0,0
0,32.0180233009,0.71389158088,0.71389158088,0.000119526919955,0.0,0.000924807619311,0,0
0,0.400841484125,1.07054468148,1.07054468148,0.000119526919955,0.0,5.29118787168e-05,0,0
0,2.11952471552e-06,0.713860656671,0.713860656671,0.000119526919955,0.0,-1.38030987957e-05,0,0
0,0.0,1.07054468148,1.07054468148,0.000119526919955,0.0,1.61036152616e-05,0,0
0,0.0,-1.0,-1.0,0.000119526919955,0.0,1.84041317276e-05,1,0
0,0.0,2.451288959,2.451288959,0.00025540169219,0.0,5.29118787168e-05,0,0
0,10.1554017354,-0.390551452727,-0.390551452727,0.00025540169219,0.0,0.000197844416071,1,0
0,1.91953868938,0.21927437732,0.21927437732,0.00025540169219,0.0,-9.66216915698e-05,1,0
0,4.49885416009,2.45128896085,2.45128896085,0.00025540169219,0.0,-0.000310569722903,0,0
0,0.0,2.451288959,2.451288959,0.00025540169219,0.0,1.15025823297e-05,0,0
0,0.0,2.451288959,2.451288959,0.00025540169219,0.0,3.68082634551e-05,0,0
0,-1.82081218288,-0.390173896305,-0.390173896305,0.00025540169219,0.0,0.000101222724502,1,0
0,0.0,0.0658762505473,0.0658762505473,5.01155471559e-05,0.0,-0.000391087799211,0,0
0,0.0,-1.0,-1.0,5.01155471559e-05,0.0,-1.38030987957e-05,1,0
0,0.0,1.13939875312e-08,1.13939875312e-08,5.01155471559e-05,0.0,-7.82175598422e-05,0,0
0,0.0,0.103522488849,0.103522488849,5.01155471559e-05,0.0,0.000324372821698,0,0
0,0.0,2.36535235842e-10,2.36535235842e-10,5.01155471559e-05,0.0,-1.61036152616e-05,0,0
0,0.0,0.843990375514,0.843990375514,5.01155471559e-05,0.0,-0.000124227889161,0,0
0,0.0,1.11022302463e-16,1.11022302463e-16,0.000172322442894,0.0,3.68082634551e-05,0,0
0,0.0,1.11022302463e-16,1.11022302463e-16,0.000172322442894,0.0,-4.60103293189e-06,0,0
0,0.0,1.11022302463e-16,1.11022302463e-16,0.000172322442894,0.0,9.20206586379e-06,0,0
0,0.0,1.11022302463e-16,1.11022302463e-16,0.000172322442894,0.0,5.75129116487e-05,0,0
0,0.0,1.04928323595,1.04928323595,0.000172322442894,0.0,0.000167937702014,0,0
0,0.0,-1.0,-1.0,0.000172322442894,0.0,3.45077469892e-05,1,0
0,0.0,-1.0,-1.0,3.05517239346e-05,0.0,4.83108457849e-05,1,0
0,0.0,0.975688585019,0.975688585019,3.05517239346e-05,0.0,-4.60103293189e-06,0,0
0,0.0,1.64537187157,1.64537187157,3.05517239346e-05,0.0,1.61036152616e-05,0,0
0,0.0,0.430023423323,0.430023423323,3.05517239346e-05,0.0,2.76061975914e-05,0,0
0,0.0,0.975688585019,0.975688585019,3.05517239346e-05,0.0,-0.000591232731748,0,0
0,0.0,0.975688585019,0.975688585019,3.05517239346e-05,0.0,1.38030987957e-05,0,0
0,0.0,1.00105357082,1.00105357082,5.5207501145e-05,0.0,-2.30051646595e-06,0,0
0,0.0,-1.0,-1.0,5.5207501145e-05,0.0,6.21139445806e-05,1,0
0,0.0,1.00105357082,1.00105357082,5.5207501145e-05,0.0,2.99067140573e-05,0,0
0,0.0,1.0101800609,1.0101800609,5.5207501145e-05,0.0,-2.30051646595e-05,0,0
0,0.0,0.0,0.0,5.5207501145e-05,0.0,-2.30051646595e-05,0,0
0,0.0,1.0273272457,1.0273272457,5.5207501145e-05,0.0,3.91087799211e-05,0,0
0,0.917179903238,3.06890409666,3.06890409666,0.00108163822632,0.0,6.90154939784e-05,1,0
0,7.16771505013,2.97833641889,2.97833641889,0.00108163822632,0.0,6.44144610465e-05,1,0
0,37.6373360845,2.97826062945,2.97826062945,0.00108163822632,0.0,0.000172538734946,1,0
0,1.17501993514,5.51627889922,5.51627889922,0.00108163822632,0.0,4.3709812853e-05,1,0
0,0.0,6.15743414796,6.15743414796,0.00108163822632,0.0,-3.22072305233e-05,0,0
0,0.572955078572,4.06763311624,4.06763311624,0.00108163822632,0.0,0.000641844093999,0,0
0,0.0,2.87590632539,2.87590632539,0.00108163822632,0.0,6.21139445806e-05,1,0
0,4.62608185608,6.50516613978,6.50516613978,0.00108163822632,0.0,0.000117326339763,0,0
0,0.0,6.15307056266,6.15307056266,0.00108163822632,0.0,6.21139445806e-05,0,0
0,0.0,3.81640574099,3.81640574099,0.00108163822632,0.0,9.20206586379e-06,0,0
0,10.9739488655,2.978298702,2.978298702,0.00108163822632,0.0,0.000234652679527,1,0
0,4.89728909494,5.50468618651,5.50468618651,0.00108163822632,0.0,0.000103523240968,1,0
0,0.694986549409,7.10799857148,7.10799857148,0.00108163822632,0.0,0.000361181085154,1,0
0,0.749741589678,7.42760964624,7.42760964624,0.00108163822632,0.0,3.22072305233e-05,1,0
0,51.5833329915,2.97825581793,2.97825581793,0.00108163822632,0.0,0.000924807619311,1,0
0,0.286521473157,3.88432514122,3.88432514122,0.00108163822632,0.0,4.60103293189e-05,0,0
0,1.85018144975,6.15055966718,6.15055966718,0.00108163822632,0.0,0.000305968689971,0,0
0,0.0,4.06902317063,4.06902317063,0.00108163822632,0.0,1.61036152616e-05,0,0
0,0.0,4.06922967478,4.06922967478,0.00108163822632,0.0,1.38030987957e-05,0,0
0,0.0,6.14987422883,6.14987422883,0.00108163822632,0.0,0.000151834086752,0,0
0,29.1127634249,5.50373294198,5.50373294198,0.00108163822632,0.0,0.00025535732772,1,0
0,1.67805013516,0.151063109347,0.151063109347,0.00131506411708,0.0,0.000103523240968,0,0
0,0.0,-1.0,-1.0,0.00131506411708,0.0,0.000190942866674,1,0
0,0.0,1.13040519443,1.13040519443,0.00131506411708,0.0,4.3709812853e-05,0,0
0,0.0,8.80545419912e-08,8.80545419912e-08,0.00131506411708,0.0,0.000115025823297,0,0
0,0.167270278998,0.920274054011,0.920274054011,0.00131506411708,0.0,0.00153674499925,0,0
0,0.0,0.104203407309,0.104203407309,0.00131506411708,0.0,0.000119626856229,0,0
0,3.48734941,1.79490029899,1.79490029899,0.000346520868837,0.0,6.44144610465e-05,0,0
0,20.1317783196,1.16874094445,1.16874094445,0.000346520868837,0.0,0.00025535732772,1,0
0,32.0180263338,0.7947297403,0.7947297403,0.000346520868837,0.0,0.000924807619311,1,0
0,0.0,2.49974474413,2.49974474413,0.000346520868837,0.0,0.0,0,0
0,22.6380461266,1.79473262098,1.79473262098,0.000346520868837,0.0,0.000172538734946,0,0
0,6.66341342913,0.794881190844,0.794881190844,0.000346520868837,0.0,0.000234652679527,1,0
0,2.92813319147e-07,2.49974474413,2.49974474413,0.000346520868837,0.0,3.45077469892e-05,0,0
0,0.0,2.16915508037,2.16915508037,0.000346520868837,0.0,6.90154939784e-06,0,0
0,0.399147757586,1.49974474413,1.49974474413,0.000346520868837,0.0,3.22072305233e-05,1,0
0,1.23245386901,-1.0,-1.0,0.000139626738333,0.0,6.90154939784e-05,1,0
0,0.0,0.725639886144,0.725639886144,0.000139626738333,0.0,0.000128828922093,0,0
0,0.0,0.843806620347,0.843806620347,0.000139626738333,0.0,9.20206586379e-05,0,0
0,1.08699549584e-07,0.843806620347,0.843806620347,0.000139626738333,0.0,-4.60103293189e-06,0,0
0,0.0,0.770472193673,0.770472193673,0.000139626738333,0.0,9.20206586379e-06,0,0
0,0.0,0.38053748395,0.38053748395,5.68154866153e-05,0.0,-1.61036152616e-05,0,0
0,0.0,1.09344402139,1.09344402139,5.68154866153e-05,0.0,-0.000623439962272,0,0
0,0.687180726171,-1.0,-1.0,5.68154866153e-05,0.0,9.20206586379e-06,1,0
0,0.0,0.905375627316,0.905375627316,5.68154866153e-05,0.0,-1.15025823297e-05,0,0
0,0.0,0.905375627316,0.905375627316,5.68154866153e-05,0.0,2.07046481935e-05,0,0
0,0.0,0.905375627316,0.905375627316,5.68154866153e-05,0.0,6.90154939784e-06,0,0
0,0.0,-2.22044604925e-16,-2.22044604925e-16,6.67313970151e-05,0.0,3.68082634551e-05,0,0
0,0.0,0.761546739637,0.761546739637,6.67313970151e-05,0.0,2.30051646595e-05,0,0
0,0.0,-2.22044604925e-16,-2.22044604925e-16,6.67313970151e-05,0.0,6.90154939784e-06,0,0
0,0.0,-1.0,-1.0,6.67313970151e-05,0.0,1.15025823297e-05,1,0
0,0.0,-2.22044604925e-16,-2.22044604925e-16,6.67313970151e-05,0.0,1.15025823297e-05,0,0
1,0.0,0.944901451487,0.944901451487,0.000217346036061,0.0,-1.61036152616e-05,0,0
0,0.0,0.944901451487,0.944901451487,0.000217346036061,0.0,6.90154939784e-06,0,0
0,0.0,0.944901451487,0.944901451487,0.000217346036061,0.0,0.0,0,0
0,0.0,0.482333045889,0.482333045889,0.000217346036061,0.0,1.15025823297e-05,0,0
0,0.0,-1.0,-1.0,0.000217346036061,0.0,3.45077469892e-05,1,0
1,0.0,0.944901451487,0.944901451487,0.000217346036061,0.0,5.29118787168e-05,0,0
0,5.17724458353,-1.0,-1.0,0.000516967328683,0.0,0.000292165591175,1,0
0,0.0,0.580711613182,0.580711613182,0.000516967328683,0.0,2.53056811254e-05,0,0
0,5.7543342262,0.580711612931,0.580711612931,0.000516967328683,0.0,-0.00017023821848,0,0
0,1.62653659108,5.44974452101e-05,5.44974452101e-05,0.000516967328683,0.0,1.15025823297e-05,0,0
0,0.0,1.72329913468,1.72329913468,0.000516967328683,0.0,4.60103293189e-06,0,0
0,0.387951328697,0.650866328697,0.650866328697,0.000516967328683,0.0,2.99067140573e-05,0,0
0,34.2429252366,-0.185364557201,-0.185364557201,0.00100016696249,0.0,0.000172538734946,1,0
0,0.949149049094,2.21561041623,2.21561041623,0.00100016696249,0.0,0.000361181085154,0,0
0,7.18935714151,0.814685620164,0.814685620164,0.00100016696249,0.0,6.44144610465e-05,0,0
0,1.63113765288,1.49371111936,1.49371111936,0.00100016696249,0.0,0.000305968689971,0,0
0,47.9434115096,-0.185365460809,-0.185365460809,0.00100016696249,0.0,0.000924807619311,1,0
1,26.7153374703,0.629269981986,0.629269981986,0.00100016696249,0.0,0.00025535732772,1,0
0,0.452659727948,0.873833769137,0.873833769137,0.00100016696249,0.0,0.000119626856229,0,0
0,10.7171687319,0.814669228061,0.814669228061,0.00100016696249,0.0,0.000234652679527,0,0
0,0.0,2.20664902124,2.20664902124,3.96636415993e-05,0.0,9.20206586379e-05,0,0
0,0.0,2.20664902124,2.20664902124,3.96636415993e-05,0.0,0.0,0,0
0,0.0,0.00650355430326,0.00650355430326,3.96636415993e-05,0.0,-9.43211751038e-05,1,0
0,0.0,2.20664902124,2.20664902124,3.96636415993e-05,0.0,1.61036152616e-05,0,0
0,0.0,0.85575770469,0.85575770469,3.96636415993e-05,0.0,1.84041317276e-05,0,0
0,0.0,0.00650355430326,0.00650355430326,3.96636415993e-05,0.0,5.06113622508e-05,1,0
0,0.0,0.961552450296,0.961552450296,3.96636415993e-05,0.0,0.000110424790365,0,0
0,0.0,1.04007111171,1.04007111171,6.69993945935e-06,0.0,1.84041317276e-05,0,0
0,0.0,0.00866116465494,0.00866116465494,6.69993945935e-06,0.0,0.000110424790365,0,0
0,0.0,1.04007111171,1.04007111171,6.69993945935e-06,0.0,9.20206586379e-06,0,0
0,0.0,-1.0,-1.0,6.69993945935e-06,0.0,0.000103523240968,1,0
0,0.0,1.04007111171,1.04007111171,6.69993945935e-06,0.0,-4.60103293189e-06,0,0
0,0.0,1.04007111171,1.04007111171,6.69993945935e-06,0.0,2.76061975914e-05,0,0
0,0.00307737982682,3.15574641663e-06,3.15574641663e-06,0.000401728369982,0.0,0.000126528405627,0,0
0,2.86971820246,0.399084281258,0.399084281258,0.000401728369982,0.0,9.43211751038e-05,0,0
0,0.0,0.510365132637,0.510365132637,0.000401728369982,0.0,0.000138030987957,0,0
0,0.0,0.399084281272,0.399084281272,0.000401728369982,0.0,-5.75129116487e-05,0,0
0,0.630761359874,0.399084281287,0.399084281287,0.000401728369982,0.0,0.000200144932537,0,0
0,3.06039412857,-1.0,-1.0,0.000401728369982,0.0,0.00121467269402,1,0
0,0.00516927827788,0.843796552092,0.843796552092,0.000429868115712,0.0,1.84041317276e-05,0,0
0,5.23271926446,0.843796552092,0.843796552092,0.000429868115712,0.0,0.000563626534157,0,0
0,4.70288948802,0.0265956092501,0.0265956092501,0.000429868115712,0.0,0.00209577050048,0,0
0,5.17012975449,0.843796552092,0.843796552092,0.000429868115712,0.0,-0.00017023821848,0,0
0,16.6319771725,-1.0,-1.0,0.000429868115712,0.0,0.000427896062666,1,0
0,1.71700471708,0.843796552092,0.843796552092,0.000429868115712,0.0,0.000368082634551,0,0
0,0.0,3.73354125394e-07,3.73354125394e-07,0.000533047183386,0.0,5.75129116487e-05,0,0
0,0.0,0.46002836805,0.46002836805,0.000533047183386,0.0,2.30051646595e-05,0,0
0,0.0,0.566014210301,0.566014210301,0.000533047183386,0.0,2.30051646595e-05,0,0
0,0.0,0.566014210301,0.566014210301,0.000533047183386,0.0,3.91087799211e-05,0,0
0,0.0,-1.0,-1.0,0.000533047183386,0.0,2.07046481935e-05,1,0
0,0.0,3.29178177383e-07,3.29178177383e-07,0.000533047183386,0.0,0.000167937702014,0,0
0,-2.22044604925e-16,0.319630997871,0.319630997871,0.000132658801295,0.0,-4.60103293189e-05,0,0
0,2.09355521807e-07,0.0729566828728,0.0729566828728,0.000132658801295,0.0,-4.83108457849e-05,0,0
0,1.04677760793e-07,0.0729566828728,0.0729566828728,0.000132658801295,0.0,-4.83108457849e-05,0,0
0,2.38017742874,-1.0,-1.0,0.000132658801295,0.0,0.00117096288117,1,0
0,0.0,0.0729566828728,0.0729566828728,0.000132658801295,0.0,1.15025823297e-05,0,0
0,0.0,1.36039862134,1.36039862134,0.000132658801295,0.0,1.61036152616e-05,0,0
0,0.0,-0.261406113783,-0.261406113783,0.000596830607039,0.0,0.000117326339763,0,0
0,0.0,1.38575482245,1.38575482245,0.000596830607039,0.0,0.000112725306831,0,1
0,1.77023763344,-1.38575482245,-1.38575482245,0.000596830607039,0.0,4.60103293189e-05,1,0
0,0.0,-0.261406113783,-0.261406113783,0.000596830607039,0.0,3.22072305233e-05,0,0
0,0.0,-0.261406113783,-0.261406113783,0.000596830607039,0.0,-2.76061975914e-05,0,0
0,0.0,-0.430162035847,-0.430162035847,0.000596830607039,0.0,2.30051646595e-05,0,0
0,0.0,0.385749436766,0.385749436766,0.000596830607039,0.0,0.000694755972716,0,0
0,1.04826596363e-05,0.990431292997,0.990431292997,0.000170178462267,0.0,0.00131129438559,0,0
0,1.32710514011,0.990457816133,0.990457816133,0.000170178462267,0.0,-7.36165269103e-05,0,0
0,0.0,1.44425646088,1.44425646088,0.000170178462267,0.0,6.67149775125e-05,0,0
0,1.828374946,1.44425646088,1.44425646088,0.000170178462267,0.0,-1.15025823297e-05,0,0
0,4.95376308919,-0.54373004499,-0.54373004499,0.000170178462267,0.0,0.000138030987957,1,0
0,13.2622532897,-0.54373004499,-0.54373004499,0.000170178462267,0.0,0.000312870239369,1,0
0,2.7677076459,0.990457816133,0.990457816133,0.000170178462267,0.0,-5.98134281146e-05,0,0
0,0.0,2.49962704164,2.49962704164,0.000244145793899,0.0,0.000133429955025,0,0
0,0.0,2.16898156987,2.16898156987,0.000244145793899,0.0,3.68082634551e-05,0,0
0,32.0182641513,0.794729577584,0.794729577584,0.000244145793899,0.0,0.000924807619311,1,0
0,0.16762833261,2.49962704164,2.49962704164,0.000244145793899,0.0,9.20206586379e-06,0,0
0,2.0880343638,0.794896800456,0.794896800456,0.000244145793899,0.0,0.000720061653841,1,0
0,20.1315872952,1.16887441928,1.16887441928,0.000244145793899,0.0,0.00025535732772,1,0
0,0.167919946886,1.49962704164,1.49962704164,0.000244145793899,0.0,0.00015873563615,1,0
0,0.0,2.25834312145,2.25834312145,0.000244145793899,0.0,0.000110424790365,0,0
0,0.0,0.917284338947,0.917284338947,0.00039878039662,0.0,5.98134281146e-05,0,0
0,0.0,0.917284338947,0.917284338947,0.00039878039662,0.0,0.000133429955025,0,0
0,0.0,0.917284338947,0.917284338947,0.00039878039662,0.0,2.30051646595e-06,0,0
0,0.0,-0.0827156610526,-0.0827156610526,0.00039878039662,0.0,5.29118787168e-05,1,0
0,0.0,0.917284338947,0.917284338947,0.00039878039662,0.0,3.22072305233e-05,0,0
0,0.0,0.917284338947,0.917284338947,0.00039878039662,0.0,6.67149775125e-05,0,0
0,0.0,-0.0827156610526,-0.0827156610526,0.00039878039662,0.0,6.90154939784e-06,1,0
0,2.01694417519,0.565847387563,0.565847387563,0.00024066182538,0.0,0.000368082634551,0,0
0,-1.71709745875,-1.0,-1.0,0.00024066182538,0.0,-5.06113622508e-05,1,0
0,0.0,0.39647003621,0.39647003621,0.00024066182538,0.0,3.68082634551e-05,0,0
0,0.0,0.565847387563,0.565847387563,0.00024066182538,0.0,1.61036152616e-05,0,0
0,-0.0847764991569,-0.92786506731,-0.92786506731,8.65632178148e-05,0.0,-0.000310569722903,1,0
0,0.0,-0.949367732912,-0.949367732912,8.65632178148e-05,0.0,-0.000430196579132,1,0
0,0.0,0.947442878548,0.947442878548,8.65632178148e-05,0.0,1.15025823297e-05,0,0
0,0.0,0.072103568141,0.072103568141,8.65632178148e-05,0.0,-0.000407191414473,0,0
0,0.0,0.299336976678,0.299336976678,8.65632178148e-05,0.0,-0.000280663008845,0,0
0,0.0,0.447798901721,0.447798901721,8.65632178148e-05,0.0,7.59170433762e-05,0,0
0,0.0,0.447823644338,0.447823644338,8.65632178148e-05,0.0,4.60103293189e-06,0,0
0,0.0,-0.927864424382,-0.927864424382,8.65632178148e-05,0.0,5.75129116487e-05,1,0
0,0.00860622036377,-0.770477306365,-0.770477306365,8.65632178148e-05,0.0,7.59170433762e-05,1,0
0,0.0,-0.927868059368,-0.927868059368,8.65632178148e-05,0.0,-0.000276061975914,1,0
0,0.0,1.08177243013,1.08177243013,0.000332048999605,0.0,2.30051646595e-06,0,0
0,0.0,1.61421568613,1.61421568613,0.000332048999605,0.0,0.000135730471491,0,0
0,0.167319100354,1.08177243013,1.08177243013,0.000332048999605,0.0,0.000112725306831,0,0
0,1.89266062593,1.08177243013,1.08177243013,0.000332048999605,0.0,0.000871895740594,0,0
0,1.17177979897e-06,-0.99908106253,-0.99908106253,0.000332048999605,0.0,-6.90154939784e-06,1,0
0,0.0,1.08177242939,1.08177242939,0.000332048999605,0.0,3.91087799211e-05,0,0
0,5.26163946309,1.08177243013,1.08177243013,0.000332048999605,0.0,0.00103753292614,0,0
0,1.44883045118,-0.99908106253,-0.99908106253,0.000332048999605,0.0,9.66216915698e-05,1,0
0,0.0,1.08177243013,1.08177243013,0.000332048999605,0.0,2.07046481935e-05,0,0
0,0.0,0.804381812841,0.804381812841,0.000332048999605,0.0,5.29118787168e-05,0,0
0,2.92200486474e-07,1.08177243013,1.08177243013,0.000332048999605,0.0,5.52123951827e-05,0,0
0,1.24532943802e-06,0.00114039426316,0.00114039426316,0.000332048999605,0.0,0.000144932537355,0,0
0,1.81541307473,-1.0,-1.0,0.000215202055434,0.0,0.00203135603943,1,0
1,0.209469039633,0.874015608024,0.874015608024,0.000215202055434,0.0,0.000179440284344,0,0
0,-1.47726750156,0.874015608024,0.874015608024,0.000215202055434,0.0,4.60103293189e-06,0,0
0,2.09990827104,0.536422763002,0.536422763002,0.000215202055434,0.0,0.00121467269402,0,0
0,0.146577353376,0.874015608024,0.874015608024,0.000215202055434,0.0,0.000200144932537,0,0
0,0.102442233431,0.729436961662,0.729436961662,0.000215202055434,0.0,2.07046481935e-05,0,0
0,0.0,1.29404576366,1.29404576366,0.000116310949014,0.0,2.99067140573e-05,0,0
0,0.0,-1.0,-1.0,0.000116310949014,0.0,1.84041317276e-05,1,0
0,0.0,1.29404576366,1.29404576366,0.000116310949014,0.0,-1.15025823297e-05,0,0
0,0.0,0.578723757119,0.578723757119,0.000116310949014,0.0,-0.000131129438559,0,0
0,0.0,1.29404576366,1.29404576366,0.000116310949014,0.0,-0.00035197901929,0,0
1,0.0,1.29439851732,1.29439851732,0.000116310949014,0.0,-4.60103293189e-06,0,0
0,0.0,2.21602435528,2.21602435528,0.000447555955884,0.0,4.60103293189e-06,0,0
0,0.167543160465,1.39796885497,1.39796885497,0.000447555955884,0.0,6.90154939784e-05,1,0
0,0.0,2.44538792533,2.44538792533,0.000447555955884,0.0,6.90154939784e-06,0,0
0,0.0,1.82118246403,1.82118246403,0.000447555955884,0.0,0.000216248547799,0,0
0,3.48728492428,0.799381252673,0.799381252673,0.000447555955884,0.0,6.44144610465e-05,0,0
0,22.638541062,-0.200696468318,-0.200696468318,0.000447555955884,0.0,0.000172538734946,1,0
0,32.0180934421,-0.200697377397,-0.200697377397,0.000447555955884,0.0,0.000924807619311,1,0
0,0.0,2.21701778362,2.21701778362,0.000447555955884,0.0,8.28185927741e-05,0,0
0,6.66332200187,-0.200636492782,-0.200636492782,0.000447555955884,0.0,0.000234652679527,1,0
0,0.0,1.03507435194,1.03507435194,0.000357776767129,0.0,0.0,0,0
0,0.0,1.03507435194,1.03507435194,0.000357776767129,0.0,9.20206586379e-06,0,0
0,0.0,1.03507435194,1.03507435194,0.000357776767129,0.0,4.60103293189e-06,0,0
0,0.0,0.32891457549,0.32891457549,0.000357776767129,0.0,3.22072305233e-05,0,0
0,0.0,-1.0,-1.0,0.000357776767129,0.0,8.28185927741e-05,1,0
0,0.0,1.03507435194,1.03507435194,0.000357776767129,0.0,0.0,0,0
0,0.0,0.632053670296,0.632053670296,9.59431330578e-05,0.0,-1.61036152616e-05,1,0
0,0.0,4.30234321269,4.30234321269,9.59431330578e-05,0.0,1.61036152616e-05,0,0
0,0.0,4.30234321269,4.30234321269,9.59431330578e-05,0.0,1.61036152616e-05,0,0
0,0.0,2.00924647377,2.00924647377,9.59431330578e-05,0.0,4.60103293189e-06,0,0
0,0.0,0.751388182646,0.751388182646,9.59431330578e-05,0.0,1.61036152616e-05,1,0
0,0.0,4.30234321269,4.30234321269,9.59431330578e-05,0.0,3.91087799211e-05,0,0
0,0.0,0.716897864243,0.716897864243,9.59431330578e-05,0.0,4.60103293189e-06,1,0
0,0.0,0.839767147675,0.839767147675,9.59431330578e-05,0.0,6.21139445806e-05,1,0
0,0.0,1.95364049081,1.95364049081,9.59431330578e-05,0.0,2.07046481935e-05,0,0
0,2.76711594305,5.95709326312e-09,5.95709326312e-09,0.00029828130473,0.0,-5.98134281146e-05,0,0
1,2.38017673206,0.145914924502,0.145914924502,0.00029828130473,0.0,0.00117096288117,0,0
0,6.71208626646e-06,1.87360606585e-07,1.87360606585e-07,0.00029828130473,0.0,0.00131129438559,0,0
